facility_id,osm_id,facility_name,facility_broad_type,facility_category,explicitly_evidenced_emergency_capability,potential_emergency_receiving_facility,classification_trigger,amenity_tag,healthcare_tag,building_tag,office_tag,source_provider,acquisition_date,latitude_wgs84,longitude_wgs84,easting_utm44n,northing_utm44n
FAC-RDP-233,node/8239165426,"SubCentre, Lawali",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.124722,78.724607,280789.72,3334791.01
FAC-RDP-234,node/8229993627,"SubCentre, Lwani",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.299247,79.471697,353034.3,3352934.09
FAC-RDP-235,node/8256836033,"SubCentre, Lwani",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.50093,79.070161,314796.29,3375878.02
FAC-RDP-236,node/8256652241,"SubCentre, Machkandi",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.41471,79.144455,321770.46,3366201.46
FAC-RDP-237,node/8256459800,"SubCentre, Maikoti",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.341065,78.99699,307459.01,3358279.62
FAC-RDP-238,node/8227110478,"SubCentre, Majothi",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.373543,79.351091,341554.79,3361331.12
FAC-RDP-239,node/8230310787,"SubCentre, Malai",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.200494,79.175342,324356.05,3342409.24
FAC-RDP-240,node/8227144425,"SubCentre, Malasi",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.12249,79.272798,333607.76,3333617.19
FAC-RDP-241,node/8256742077,"SubCentre, Malkoti",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.366576,79.132679,320551.17,3360884.68
FAC-RDP-242,node/8256775893,"SubCentre, Mansoona",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.547857,79.125419,320186.71,3380990.28
FAC-RDP-243,node/8239401953,"SubCentre, Maroda",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.141695,78.874403,295259.52,3336394.08
FAC-RDP-244,node/8256457985,"SubCentre, Mayali",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.378015,78.896479,297871.29,3362550.54
FAC-RDP-245,node/8219424171,"SubCentre, Miroli",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.162496,79.213901,328002.32,3338138.78
FAC-RDP-246,node/8229650778,"SubCentre, Mohankhal",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.376571,79.156036,322814.18,3361955.82
FAC-RDP-247,node/8266329067,"SubCentre, Moldhar",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.330704,78.811603,289612.28,3357460.52
FAC-RDP-248,node/8268895707,"SubCentre, Mundethi",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.449125,78.752038,284145.07,3370700.3
FAC-RDP-249,node/8229957119,"SubCentre, Naini",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.201069,79.212123,327898.16,3342416.82
FAC-RDP-250,node/8227234268,"SubCentre, Narainbagar",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.131251,79.387454,344668.47,3334426.6
FAC-RDP-251,node/8227315752,"SubCentre, Nauli",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.43381,79.222808,329330.93,3368197.61
FAC-RDP-252,node/8239631127,"SubCentre, Nisni",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.115121,78.800181,288051.8,3333583.86
FAC-RDP-253,node/8269011319,"SubCentre, Nyuli",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.310633,78.703365,279158.74,3355441.32
FAC-RDP-254,node/8265916862,"SubCentre, Oda Gar",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.118204,78.941288,301656.42,3333671.99
FAC-RDP-255,node/8227212831,"SubCentre, Pagana",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.317038,79.428124,348871.05,3354963.2
FAC-RDP-256,node/8269155231,"SubCentre, Paindula",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.292484,78.708405,279602.86,3353419.61
FAC-RDP-257,node/8256757392,"SubCentre, Paldwari",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.480321,79.130829,320581.74,3373495.54
FAC-RDP-258,node/8265895938,"SubCentre, Pali",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.253279,78.728394,281438.93,3349034.91
FAC-RDP-259,node/8256482823,"SubCentre, Parkandi",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.483693,79.093017,316957.89,3373930.0
FAC-RDP-260,node/8239412819,"SubCentre, Pokhri",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.205621,78.881688,296093.07,3343467.09
FAC-RDP-261,node/8229999383,"SubCentre, Pungaon",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.192795,79.132169,320185.44,3341623.29
FAC-RDP-262,node/8256630785,"SubCentre, Rampur",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.618062,79.009981,309249.19,3388962.46
FAC-RDP-263,node/8256535899,"SubCentre, Randhar",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.468941,78.912226,299570.75,3372601.86
FAC-RDP-264,node/8257014622,"SubCentre, Ransi",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.587921,79.142007,321851.4,3385404.9
FAC-RDP-265,node/8230171625,"SubCentre, Saikot",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.366861,79.303015,336923.35,3360658.75
FAC-RDP-266,node/8229550825,"SubCentre, Sainj",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.209787,79.354312,341601.32,3343176.59
FAC-RDP-267,node/8230484275,"SubCentre, Salna",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.385261,79.189047,326002.16,3362867.82
FAC-RDP-268,node/8242043207,"SubCentre, Sarna",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.137603,78.843353,292259.41,3335996.61
FAC-RDP-269,node/8256599483,"SubCentre, Saterakhal",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.32231,79.002253,307928.36,3356191.74
FAC-RDP-270,node/8256825575,"SubCentre, Saunda",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.346019,78.915956,299677.93,3358969.25
FAC-RDP-271,node/8256980720,"SubCentre, Saura",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.312709,78.922156,300206.37,3355265.83
FAC-RDP-272,node/8229932386,"SubCentre, Sema",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.317493,79.388937,345103.62,3355066.44
FAC-RDP-273,node/8256562956,"SubCentre, Semalta",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.322564,78.94611,302529.92,3356316.32
FAC-RDP-274,node/8257037593,"SubCentre, Sidhsaur",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.398471,78.963054,304310.64,3364701.12
FAC-RDP-275,node/8269551366,"SubCentre, Silkakhal",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.27719,78.786559,287088.26,3351575.09
FAC-RDP-276,node/8229532674,"SubCentre, Simli",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.229238,79.257892,332352.42,3345470.62
FAC-RDP-277,node/8227139103,"SubCentre, Siran",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.26203,79.180399,324952.04,3349222.1
FAC-RDP-278,node/8229953736,"SubCentre, Sonla",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.376691,79.290202,335708.29,3361766.84
FAC-RDP-279,node/8241996946,"SubCentre, Sumari",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.20161,78.814635,289628.59,3343144.49
FAC-RDP-280,node/8256783737,"SubCentre, Sumari Bhardar",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.347639,78.971455,305016.98,3359052.01
FAC-RDP-281,node/8256637551,"SubCentre, Syur",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.446132,79.001855,308132.29,3369917.85
FAC-RDP-282,node/8230207932,"SubCentre, Thirpak",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.301078,79.36347,342628.48,3353282.13
FAC-RDP-283,node/8257087883,"SubCentre, Tilwara",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.344628,78.976175,305464.81,3358710.11
FAC-RDP-284,node/8256526597,"SubCentre, Timali",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.331938,78.915829,299637.03,3357408.52
FAC-RDP-285,node/8227286511,"SubCentre, Tirosi",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.476763,79.463917,352553.05,3372619.13
FAC-RDP-286,node/8256487878,"SubCentre, Tulanga",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.505687,79.043802,312275.32,3376448.89
FAC-RDP-287,node/8256746690,"SubCentre, Tuneta",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.363118,78.929315,300996.98,3360841.08
FAC-RDP-288,node/8257007897,"SubCentre, Uchola",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.470689,79.010039,308966.29,3372626.04
FAC-RDP-289,node/8227368692,"SubCentre, Udamanda",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.321574,79.195245,326485.3,3355799.2
FAC-RDP-290,node/8230172832,"SubCentre, Umatta",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.273665,79.254155,332068.31,3350400.32
FAC-RDP-291,node/8229657396,"SubCentre, Urgam",HEALTHCARE,HEALTHCARE_SUBCENTRE,False,False,HEURISTIC_NAME_SUBCENTRE,,centre,,,OpenStreetMap Contributors,2026-08-30,30.540814,79.455603,351852.07,3379729.11
